bench,instance_id,original_inst_id,language,status,patch_files,patch_blocks,patch_span,gold_context_length,num_agents,repo,commit
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__c363219b,BurntSushi__ripgrep-1367,rust,pass,1.0,1.0,15.0,39645,7,,4858267f3b97fe2823d2ce104c1f90ec93eee8d7
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__c9cd2b2c,clap-rs__clap-2529,rust,pass,1.0,1.0,2.0,12851,19,,e3bfa50e8f451b31a00d99147d608607521419a3
Poly,SWE-PolyBench__javascript__maintenance__bugfix__27e1903f,sveltejs__svelte-5875,mixed,pass,1.0,1.0,3.0,158.0,0,,8180c5dd6c6278f88a5ac82aecc3a2d1a5572c51
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__8ebb764e,fmtlib__fmt-2394,cpp,pass,1.0,1.0,14.0,17449,0,,cfc05e05f08dc0b6fe619831c96f00ee27d99613
Poly,SWE-PolyBench__typescript__maintenance__bugfix__678fa217,mui__material-ui-28186,mixed,pass,1.0,3.0,9.0,601.0,0,,f588d8fdf63b8558e26cfa288f20ff400140ed6c
Poly,SWE-PolyBench__javascript__maintenance__bugfix__d1cb6b19,sveltejs__svelte-1923,mixed,pass,1.0,1.0,2.0,268.0,0,,ff2a21e63ad243c6e19a7ac84e69021d3a788a9e
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__2d9d9f71,iamkun__dayjs-1414,javascript,pass,1.0,1.0,2.0,7146,1,,b1abdc40ee6c9d18ff46c311a114e0755677ea6f
Multi,Multi-SWE-Bench__c__maintenance__bugfix__cdbc5890,jqlang__jq-2919,c,pass,1.0,2.0,5.0,20030,10,,7f547827e47b5ade563a293329deb4226496d72f
Multi,Multi-SWE-Bench__java__maintenance__bugfix__ef567ef1,alibaba__fastjson2-2559,java,pass,1.0,1.0,6.0,53773,10,,45cc6b34343bc133a03c632d6c9dd4a2d895e2e9
Multi,Multi-SWE-Bench__c__maintenance__bugfix__f9bb5442,facebook__zstd-1243,c,pass,1.0,1.0,2.0,36011,0,,df09d4318f0f4f06d76c1e288732f5f9b1d9f59a
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__3e497d27,fmtlib__fmt-4286,cpp,pass,2.0,3.0,12.0,35207,0,,e3ddede6c4ee818825c4e5a6dfa1d384860c27d9
Poly,SWE-PolyBench__javascript__maintenance__bugfix__463d4713,prettier__prettier-3723,mixed,pass,1.0,1.0,7.0,177.0,0,,bef646d4a4d2df9a7e1e06ea5dd28380475f624c
Multi,Multi-SWE-Bench__c__maintenance__bugfix__49f4a0f4,jqlang__jq-2654,c,pass,1.0,1.0,2.0,53031,4,,c077b95ba2dcaafee39e302cc086bf99fa9248d0
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__bdc6ab14,clap-rs__clap-2534,rust,pass,1.0,3.0,17.0,21106,5,,33c305ea6ff6cdda7796e57966374cb40633968f
Multi,Multi-SWE-Bench__c__maintenance__bugfix__1ac60ce9,ponylang__ponyc-2247,c,pass,1.0,1.0,9.0,37589,3,,9e26f0ac4b65462fda4cadbb80cc2fa53e3042b3
Poly,SWE-PolyBench__typescript__maintenance__bugfix__7dfdbbd1,mui__material-ui-19849,mixed,pass,1.0,2.0,8.0,890.0,0,,436e461dfd368cd460f23b0cb6ca389f26045d56
Poly,SWE-PolyBench__javascript__maintenance__bugfix__9b08d665,prettier__prettier-12930,mixed,pass,1.0,1.0,7.0,163.0,0,,3147244f55e6e0aafd2cc6fa5875f7c8cfa8e4e3
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__04c51be7,vuejs__core-10004,typescript,pass,1.0,2.0,10.0,36747,0,,0275dd329d241bdd84ce3ca0c7fc07211cb21751
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__0e4346f7,clap-rs__clap-2895,rust,pass,1.0,1.0,2.0,42552,3,,6eacd8a7476e352d590c1bfae4b983e9eafae2b3
Poly,SWE-PolyBench__typescript__maintenance__bugfix__6688f2d9,mui__material-ui-42412,mixed,pass,1.0,1.0,4.0,170.0,0,,b8a28e13dc0821314700f1aefc9f8e1134cf9034
Poly,SWE-PolyBench__typescript__evolution__feature__07098661,mui__material-ui-12236,mixed,pass,4.0,7.0,17.0,1050.0,0,,18aa6293ad8b67dc8a323db19117c93efa966c7c
Poly,SWE-PolyBench__typescript__maintenance__bugfix__18d389e5,mui__material-ui-15359,mixed,pass,1.0,2.0,5.0,526.0,0,,13ac4ce9239e9e3e1fdb902e3f25ad56b3497fe9
Multi,Multi-SWE-Bench__c__maintenance__bugfix__6b844996,facebook__zstd-1390,c,pass,1.0,1.0,1.0,42977,5,,e26126cacaa9ac6f1db4021ac3d32f4ac8387c50
Multi,Multi-SWE-Bench__java__maintenance__bugfix__8b7cc5e0,alibaba__fastjson2-2775,java,pass,1.0,1.0,20.0,37389,6,,12b40c7ba3e7c30e35977195770c80beb34715c5
Multi,Multi-SWE-Bench__go__maintenance__bugfix__52c152ba,cli__cli-6122,go,pass,1.0,1.0,9.0,9269,8,,1f488f4d5496e176300614b7bd9ded02c8572ec3
Poly,SWE-PolyBench__javascript__maintenance__bugfix__21086305,prettier__prettier-11000,mixed,pass,1.0,1.0,2.0,279.0,0,,c8133f8afabbfa0b6a8f88da8a37c8e79d9f5671
Multi,Multi-SWE-Bench__go__maintenance__bugfix__cedbb0cb,cli__cli-495,go,pass,1.0,1.0,12.0,34115,12,,02b4ab5be3d3c0002876a8be65186c0cc8f2a024
Poly,SWE-PolyBench__typescript__maintenance__bugfix__15589352,mui__material-ui-34610,mixed,pass,1.0,2.0,5.0,440.0,0,,1e09429e1804ddd7505fe78f3d606e24e98aa16f
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__6a53360d,vuejs__core-9213,typescript,pass,1.0,1.0,2.0,53811,1,,dadb3632a0f824f6e6a1c246ed8788bea5cbcad6
Poly,SWE-PolyBench__javascript__maintenance__bugfix__0f1fd789,serverless__serverless-5775,mixed,pass,1.0,1.0,2.0,182.0,0,,8c53de83bf62a4e1f66821e0321abb996880b5bd
Poly,SWE-PolyBench__typescript__maintenance__bugfix__16d1ff7a,microsoft__vscode-153857,mixed,pass,1.0,1.0,8.0,977.0,0,,88ffbc7a7a81a926c7969ad7428e2ffc54370f42
Multi,Multi-SWE-Bench__go__maintenance__bugfix__0e3febd0,cli__cli-4676,go,pass,1.0,1.0,2.0,21571,0,,3a4d947603603f5dea742442d32bc131e9786d25
Poly,SWE-PolyBench__javascript__maintenance__bugfix__b9ce6a70,sveltejs__svelte-3151,mixed,pass,1.0,1.0,6.0,113.0,0,,f341befacb92d821424889dfefbdccedc881bfe5
Multi,Multi-SWE-Bench__c__maintenance__bugfix__b9b45262,facebook__zstd-637,c,pass,1.0,1.0,3.0,34705,7,,e8e1e13d4fcd6495ba17fb0eafa414d5df7c00b6
Multi,Multi-SWE-Bench__go__maintenance__bugfix__3e2d031f,cli__cli-6706,go,pass,1.0,2.0,2.0,49085,6,,23913ac371bacc6af51309d85ca4e289d88af132
Multi,Multi-SWE-Bench__go__maintenance__bugfix__0b78ed50,cli__cli-2466,go,pass,1.0,1.0,2.0,32061,9,,504cfbc654b39b994895d69f792859e69fa2589c
Multi,Multi-SWE-Bench__c__maintenance__bugfix__5e659108,ponylang__ponyc-2261,c,pass,1.0,2.0,23.0,32101,0,,682b45d3abd7b24381bfc56423da85c3527785c7
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__9907b12d,mui__material-ui-36088,typescript,pass,1.0,1.0,5.0,50290,2,,b1d2e8d375be4f2a238fe7bce81ad2bf5cb68ad1
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__8d0f55cd,mui__material-ui-34159,typescript,pass,1.0,1.0,2.0,17498,2,,43a929dda5a0776bcc05f4624a5648441d44c7b2
Multi,Multi-SWE-Bench__typescript__maintenance__bugfix__a7aba10f,mui__material-ui-39196,typescript,pass,1.0,1.0,19.0,36237,4,,75404f9ff09965be1bd7c9ed27154fd7536edde1
Verified,SWE-Bench-Verified__python__maintenance__bugfix__60b000ec,django__django-16950,python,fail,1.0,1.0,8.0,322.0,18,,f64fd47a7627ed6ffe2df2a32ded6ee528a784eb
Pro,SWE-Bench-Pro__python__maintenance__bugfix__5b2cf9bb,instance_ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad,mixed,fail,1.0,4.0,70.0,8956.0,0,,a6e671db25381ed111bbad0ab3e7d97366395d05
Verified,SWE-Bench-Verified__python__maintenance__bugfix__83fd3b37,sphinx-doc__sphinx-8265,python,fail,1.0,1.0,2.0,510.0,13,,b428cd2404675475a5c3dc2a2b0790ba57676202
Verified,SWE-Bench-Verified__python__maintenance__bugfix__67699b64,matplotlib__matplotlib-23299,python,fail,1.0,2.0,9.0,252.0,6,,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39
Verified,SWE-Bench-Verified__python__maintenance__bugfix__61a7a81e,django__django-12663,python,fail,1.0,1.0,3.0,239.0,52,,fa5e7e46d875d4143510944f19d79df7b1739bab
Verified,SWE-Bench-Verified__python__maintenance__bugfix__fb07ed8b,django__django-15382,python,fail,1.0,1.0,4.0,404.0,74,,770d3e6a4ce8e0a91a9e27156036c1985e74d4a3
Pro,SWE-Bench-Pro__python__maintenance__bugfix__5ec14acf,instance_ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad-v390e508d27db7a51eece36bb6d9698b63a5b638a,mixed,fail,2.0,4.0,15.0,0.0,0,,20ec92728004bc94729ffc08cbc483b7496c0c1f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ebf021d0,django__django-16263,python,fail,3.0,8.0,34.0,4895.0,0,,321ecb40f4da842926e1bc07e11df4aabe53ca4b
Verified,SWE-Bench-Verified__python__maintenance__bugfix__afcc47be,django__django-16032,python,fail,1.0,1.0,6.0,1395.6666666666667,63,,0c3981eb5094419fe200eb46c71b5376a2266166
Pro,SWE-Bench-Pro__python__maintenance__bugfix__462b957d,instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2,mixed,fail,1.0,2.0,28.0,6074.0,0,,dd44449b6ec454a46426a020608fe3763287101f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__af69d880,sympy__sympy-22080,python,fail,1.5,2.0,2.5,590.8,2,,3f8c8c2377cb8e0daaf8073e8d03ac7d87580813
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ec6fdd6e,scikit-learn__scikit-learn-25747,python,fail,1.0,2.0,28.0,402.0,14,,2c867b8f822eb7a684f0d5c4359e4426e1c9cfe0
Poly,SWE-PolyBench__python__maintenance__bugfix__37455515,yt-dlp__yt-dlp-5933,mixed,fail,4.0,10.0,31.0,7039.0,0,,f079514957401f49db30ec4cd25f8c8246b0c1de
Verified,SWE-Bench-Verified__python__maintenance__bugfix__994d041f,django__django-14792,python,fail,1.0,1.0,16.0,137.0,1,,d89f976bddb49fb168334960acc8979c3de991fa
Pro,SWE-Bench-Pro__python__maintenance__bugfix__c1f435de,instance_qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e,mixed,fail,4.0,7.0,28.0,1941.0,0,,a6171337f956048daa8e72745b755a40b607a4f4
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e5236b5f,pytest-dev__pytest-10356,python,fail,1.0,2.0,30.0,629.0,0,,3c1534944cbd34e8a41bc9e76818018fadefc9a1
Poly,SWE-PolyBench__python__evolution__feature__7fe6d907,huggingface__transformers-27463,mixed,fail,2.0,7.0,69.0,7777.0,0,,3cefac1d974db5e2825a0cb2b842883a628be7a0
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2e3d6eae,django__django-15252,python,fail,1.0,1.0,34.0,291.0,1,,361bb8f786f112ee275be136795c0b1ecefff928
Poly,SWE-PolyBench__python__maintenance__bugfix__b110ef6c,keras-team__keras-19924,mixed,fail,1.0,5.0,24.0,2126.0,0,,a2e9a5252d2eab389bd19d359e6e7325a8232c79
Poly,SWE-PolyBench__python__evolution__feature__ebb79d55,huggingface__transformers-20136,mixed,fail,3.0,6.0,115.0,14647.0,0,,fda125638f53febc059cb67f9d7abce058a8f44f
Pro,SWE-Bench-Pro__python__maintenance__bugfix__450d75e0,instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,mixed,fail,2.0,4.0,44.0,1789.0,0,,35809806d3ab5d66fbb9696dc6a0009383e50673
Verified,SWE-Bench-Verified__python__maintenance__bugfix__bebfd692,matplotlib__matplotlib-14623,python,fail,3.0,6.0,53.0,1914.6666666666667,54,,d65c9ca20ddf81ef91199e6d819f9d3506ef477c
Poly,SWE-PolyBench__python__evolution__feature__66f97093,huggingface__transformers-29688,mixed,fail,1.0,12.0,120.0,7821.0,0,,f4dc26d46687f5f4baf3fe64a1d87cafefbeec53
Pro,SWE-Bench-Pro__python__maintenance__bugfix__d9d9c3a6,instance_internetarchive__openlibrary-77c16d530b4d5c0f33d68bead2c6b329aee9b996-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,mixed,fail,7.0,10.5,140.0,4094.0,0,,80f511d3344a1f9743ff6efb0a2bdf0051529e3a
Poly,SWE-PolyBench__python__maintenance__bugfix__31f7341a,keras-team__keras-19838,mixed,fail,1.0,1.0,5.0,207.0,0,,26abe697a8802de40cb2761fc98b843fe1b2d5f6
Pro,SWE-Bench-Pro__python__maintenance__bugfix__20f502e0,instance_qutebrowser__qutebrowser-de4a1c1a2839b5b49c3d4ce21d39de48d24e2091-v2ef375ac784985212b1805e1d0431dc8f1b3c171,mixed,fail,3.0,6.0,261.0,10869.0,0,,6e7bb038fdab304eb3b93dfbb57a49a48ccca287
Verified,SWE-Bench-Verified__python__maintenance__bugfix__f3695f8d,django__django-15563,python,fail,2.0,3.0,39.0,949.0,15,,9ffd4eae2ce7a7100c98f681e2b6ab818df384a4
Pro,SWE-Bench-Pro__python__maintenance__bugfix__7c4a11fb,instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,mixed,fail,1.0,2.0,49.0,1351.0,0,,9b0d2decb24b5ef08ba3e27e4ab18dcf10afbbc4
Poly,SWE-PolyBench__python__evolution__feature__8bb50331,huggingface__transformers-13989,mixed,fail,3.0,8.0,99.0,3432.0,0,,408b2d2bd08f667cf4154730cc323c4e49657eed
Poly,SWE-PolyBench__python__maintenance__bugfix__91e6ed53,huggingface__transformers-21969,mixed,fail,1.0,2.0,22.0,781.0,0,,0bb17295f04e565c94a79960ff7f7b6cd03acbfc
Pro,SWE-Bench-Pro__python__maintenance__bugfix__e6efdd87,instance_ansible__ansible-cb94c0cc550df9e98f1247bc71d8c2b861c75049-v1055803c3a812189a1133297f7f5468579283f86,mixed,fail,4.0,10.0,22.0,3081.0,0,,96c19724394a32b9d3c596966be2f46e478681f8
Poly,SWE-PolyBench__python__maintenance__bugfix__ac5893a5,huggingface__transformers-22458,mixed,fail,1.0,1.0,2.0,1869.0,0,,cd73b9a8c140fb74cd93187f5c3d380cfc308023
Verified,SWE-Bench-Verified__python__maintenance__bugfix__8c647f3a,sphinx-doc__sphinx-9602,python,fail,1.0,3.0,26.0,838.0,7,,6c38f68dae221e8cfc70c137974b8b88bd3baaab
Verified,SWE-Bench-Verified__python__maintenance__bugfix__914c325d,django__django-16631,python,fail,2.0,3.0,24.0,826.0,0,,9b224579875e30203d079cc2fee83b116d98eb78
Pro,SWE-Bench-Pro__python__maintenance__bugfix__cf01f471,instance_ansible__ansible-9142be2f6cabbe6597c9254c5bb9186d17036d55-v0f01c69f1e2528b935359cfe578530722bca2c59,mixed,fail,1.0,6.0,39.0,3172.0,0,,7fff4086523678f3c6533da4c500f86f6fb47efa
Poly,SWE-PolyBench__python__maintenance__bugfix__5518cb7f,huggingface__transformers-13865,mixed,fail,1.0,2.0,6.0,1180.0,0,,3a8de58c5192b620228128430ea52e6eda81c40a
Pro,SWE-Bench-Pro__python__maintenance__bugfix__942d0b14,instance_ansible__ansible-4c5ce5a1a9e79a845aff4978cfeb72a0d4ecf7d6-v1055803c3a812189a1133297f7f5468579283f86,mixed,fail,9.5,25.5,154.5,11015.5,0,,8a175f59c939ca29ad56f3fa9edbc37a8656879a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__07bafddd,scikit-learn__scikit-learn-26323,python,fail,1.0,2.0,26.0,322.0,95,,586f4318ffcdfbd9a1093f35ad43e81983740b66
Pro,SWE-Bench-Pro__python__maintenance__bugfix__6ebb54dc,instance_ansible__ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73-v30a923fb5c164d6cd18280c02422f75e611e8fb2,mixed,fail,2.0,10.0,39.0,23848.0,0,,6d34eb88d95c02013d781a29dfffaaf2901cd81f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__1409977d,pylint-dev__pylint-4604,python,fail,2.0,3.0,14.0,493.0,0,,1e55ae64624d28c5fe8b63ad7979880ee2e6ef3f
Pro,SWE-Bench-Pro__python__maintenance__bugfix__18d7bbbc,instance_ansible__ansible-6cc97447aac5816745278f3735af128afb255c81-v0f01c69f1e2528b935359cfe578530722bca2c59,mixed,fail,7.0,14.0,64.0,5665.0,0,,e094d48b1bdd93cbc189f416543e810c19b2e561
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5c1509d5,django__django-15695,python,fail,1.0,1.0,4.0,314.0,10,,647480166bfe7532e8c471fef0146e3a17e6c0c9
Verified,SWE-Bench-Verified__python__maintenance__bugfix__abfdb2c5,django__django-13195,python,fail,2.25,2.25,16.5,1049.7142857142858,2,,156a2138db20abc89933121e4ff2ee2ce56a173a
Verified,SWE-Bench-Verified__python__maintenance__bugfix__497deb6f,django__django-12406,python,fail,2.0,3.0,5.0,1297.2,0,,335c9c94acf263901fb023404408880245b0c4b4
Pro,SWE-Bench-Pro__python__maintenance__bugfix__b9f9961f,instance_ansible__ansible-949c503f2ef4b2c5d668af0492a5c0db1ab86140-v0f01c69f1e2528b935359cfe578530722bca2c59,mixed,fail,1.0,6.5,181.0,10778.0,0,,375d3889de9f437bc120ade623c170198629375d
Poly,SWE-PolyBench__python__maintenance__bugfix__016ce55c,huggingface__transformers-22920,mixed,fail,1.0,2.0,20.0,1346.0,0,,1e1cb6f8e5af1c592ed7d6ca035b0e07297e52b8
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e989ba2d,psf__requests-6028,python,fail,1.0,1.0,3.0,127.0,4,,0192aac24123735b3eaf9b08df46429bb770c283
Pro,SWE-Bench-Pro__python__maintenance__bugfix__2464eadb,instance_ansible__ansible-77658704217d5f166404fc67997203c25381cb6e-v390e508d27db7a51eece36bb6d9698b63a5b638a,mixed,fail,1.0,5.0,101.0,1909.0,0,,db2d5b09eff918e981c9e10787a5f2c500d1784f
Verified,SWE-Bench-Verified__python__maintenance__bugfix__982277e4,pytest-dev__pytest-7324,python,fail,1.0,3.0,14.0,518.0,35,,19ad5889353c7f5f2b65cc2acd346b7a9e95dfcd
Pro,SWE-Bench-Pro__python__maintenance__bugfix__36b8c9ee,instance_qutebrowser__qutebrowser-2dd8966fdcf11972062c540b7a787e4d0de8d372-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,mixed,fail,2.0,4.0,17.0,3454.0,0,,6c653125d95a26db53471dba1bc331aee3b0477e
Pro,SWE-Bench-Pro__python__maintenance__bugfix__64469377,instance_ansible__ansible-83909bfa22573777e3db5688773bda59721962ad-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,mixed,fail,6.0,12.0,169.0,10063.0,0,,b6360dc5e068288dcdf9513dba732f1d823d1dfe
Poly,SWE-PolyBench__python__maintenance__bugfix__023915d6,huggingface__transformers-27663,mixed,fail,2.0,3.0,4.0,1111.0,0,,45b70384a7d6692a8304f34a981a5ff020918b82
Pro,SWE-Bench-Pro__python__maintenance__bugfix__5fdd12f6,instance_ansible__ansible-622a493ae03bd5e5cf517d336fc426e9d12208c7-v906c969b551b346ef54a2c0b41e04f632b7b73c2,mixed,fail,1.0,1.0,9.0,0.0,0,,f4502a8f1ce71d88cc90f4b4f6c2899943441ebf
Verified,SWE-Bench-Verified__python__maintenance__bugfix__ee10f0e4,django__django-13513,python,fail,1.0,4.0,14.0,2123.0,0,,6599608c4d0befdcb820ddccce55f183f247ae4f
Pro,SWE-Bench-Pro__python__maintenance__bugfix__fcb506a5,instance_internetarchive__openlibrary-bb152d23c004f3d68986877143bb0f83531fe401-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,mixed,fail,4.0,10.0,83.0,9403.0,0,,a6145ca7f3579a5d2e3a880db2f365782f459087
Poly,SWE-PolyBench__python__maintenance__bugfix__9a72b241,huggingface__transformers-5122,mixed,fail,1.0,1.0,2.0,528.0,0,,ca2d0f98c4a89d50b79ddb06b59b6bffc31ff137
Poly,SWE-PolyBench__python__evolution__feature__17a093c8,huggingface__transformers-19590,mixed,fail,1.0,4.0,30.0,1035.0,0,,3d320c78c32334f66d72d57ff6322d9e3a7dc00b
Pro,SWE-Bench-Pro__python__maintenance__bugfix__84fdadf0,instance_ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86,mixed,fail,3.0,7.0,101.0,2052.0,0,,17332532973343248297e3d3c746738d1f3b2f56
Verified,SWE-Bench-Verified__python__maintenance__bugfix__01527b89,django__django-14351,python,fail,1.0,1.0,6.0,178.0,47,,06fd4df41afb5aa1d681b853c3c08d8c688ca3a5
Poly,SWE-PolyBench__python__maintenance__bugfix__ed58622a,Significant-Gravitas__AutoGPT-4652,mixed,fail,1.0,3.0,33.0,1101.0,0,,9150f32f8b8602395534795ddd2d930a1684e419
Pro,SWE-Bench-Pro__python__maintenance__bugfix__95b4abc1,instance_internetarchive__openlibrary-d109cc7e6e161170391f98f9a6fa1d02534c18e4-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,mixed,fail,7.0,24.5,127.0,19461.0,0,,daf93507208f2206f8950e3bb5fffac7caf80520
Pro,SWE-Bench-Pro__python__maintenance__bugfix__53ca6a30,instance_internetarchive__openlibrary-8a5a63af6e0be406aa6c8c9b6d5f28b2f1b6af5a-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,mixed,fail,4.0,9.0,31.0,1972.0,0,,9d9f3a19983876522bcfd17c9079c46a17986cb3
Verified,SWE-Bench-Verified__python__maintenance__bugfix__83a70168,sympy__sympy-16597,python,fail,3.0,6.0,30.0,6121.0,0,,6fd65310fa3167b9626c38a5487e171ca407d988
Pro,SWE-Bench-Pro__python__maintenance__bugfix__62badbbf,instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59,mixed,fail,3.0,9.0,30.0,2421.0,0,,38067860e271ce2f68d6d5d743d70286e5209623
Pro,SWE-Bench-Pro__python__maintenance__bugfix__71253eae,instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171,mixed,fail,5.0,8.0,18.0,6279.0,0,,487f90443cd1bf66bf2368b7a5c004f4e1b27777
Poly,SWE-PolyBench__python__evolution__refactor__57ad5598,keras-team__keras-18871,mixed,fail,2.0,4.0,63.0,4456.0,0,,10252a9e7d68c6818423deee1c4c8549038e4171
Pro,SWE-Bench-Pro__python__maintenance__bugfix__739b23db,instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,mixed,fail,1.0,2.0,41.0,5405.0,0,,252685092cacdd0f8b485ed6f105ec7acc29c7a4
Verified,SWE-Bench-Verified__python__maintenance__bugfix__8f9e4358,django__django-16454,python,fail,1.0,2.0,3.0,226.0,29,,1250483ebf73f7a82ff820b94092c63ce4238264
Verified,SWE-Bench-Verified__python__maintenance__bugfix__3b4c72f1,sympy__sympy-13852,python,fail,1.0,4.0,10.0,1125.0,0,,c935e1d106743efd5bf0705fbeedbd18fadff4dc
Verified,SWE-Bench-Verified__python__maintenance__bugfix__2d5d4dcd,django__django-11400,python,fail,3.0,4.0,22.0,1455.0,0,,1f8382d34d54061eddc41df6994e20ee38c60907
Verified,SWE-Bench-Verified__python__maintenance__bugfix__e97ac668,django__django-11790,python,fail,1.0,1.0,5.0,368.0,26,,b1d6b35e146aea83b171c1b921178bbaae2795ed
Verified,SWE-Bench-Verified__python__maintenance__bugfix__30065f19,sphinx-doc__sphinx-9461,python,fail,3.0,7.0,62.0,1779.4,0,,939c7bb7ff7c53a4d27df067cea637540f0e1dad
Poly,SWE-PolyBench__python__evolution__feature__9e2901b5,langchain-ai__langchain-19331,mixed,fail,1.0,8.0,40.0,4311.0,0,,5fc7bb01e9d6398452d0a7b4a50ce234408ca99c
Verified,SWE-Bench-Verified__python__maintenance__bugfix__da598baa,pylint-dev__pylint-8898,python,fail,3.0,5.0,22.0,793.0,9,,1f8c4d9eb185c16a2c1d881c054f015e1c2eb334
Verified,SWE-Bench-Verified__python__maintenance__bugfix__5555e84c,django__django-13023,python,fail,1.0,1.0,2.0,286.0,55,,f83b44075dafa429d59e8755aa47e15577cc49f9
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__01d1908e,sveltejs__svelte-12098,javascript,fail,1.0,1.0,3.0,23751,2,,97e5b5285adf05933bdc5cb047cf9df0db832a2e
Multi,Multi-SWE-Bench__go__maintenance__bugfix__74cafcca,grpc__grpc-go-2996,go,fail,1.0,3.0,9.0,29433,19,,45bd2846a34b039c5f1e69b7202f118687156b34
Multi,Multi-SWE-Bench__javascript__maintenance__bugfix__3d4cfa9c,sveltejs__svelte-14276,javascript,fail,1.0,1.0,2.0,38617,1,,36ece1c38114a7d1b4177829f76201eaeef7a6f4
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__1ec2c84a,fmtlib__fmt-1663,cpp,fail,0,0,0,35318,0,,8d9d528bf52c60864802844e8acf16db09dae19a
Poly,SWE-PolyBench__typescript__maintenance__bugfix__708894b2,microsoft__vscode-110094,mixed,fail,1.0,2.0,23.0,6934.0,0,,8c76afad6ccf861d1ea08df4bb9f83839e0e0cd0
Multi,Multi-SWE-Bench__java__maintenance__bugfix__2bd87230,fasterxml__jackson-databind-3701,java,fail,1.0,1.0,2.0,83374,21,,dd733c4c5c48e49c4ee7f0bebce3ff939d0bcf03
Multi,Multi-SWE-Bench__c__maintenance__bugfix__8bffb1b1,facebook__zstd-1105,c,fail,3.0,3.0,12.0,48380,0,,04212178b50131ecbbf7bc2ffcce4d5ddcfd8e11
Multi,Multi-SWE-Bench__cpp__maintenance__bugfix__7c9ef76c,nlohmann__json-3601,cpp,fail,1.0,1.0,8.0,20607,0,,2d48a4d9c5e8f0a5ce914922eb2a45dc0ec93ee3
Poly,SWE-PolyBench__typescript__maintenance__bugfix__6659fd5a,mui__material-ui-19072,mixed,fail,1.0,1.0,4.0,871.0,0,,e1705939cb75496958ee2eb34a8bfbe67aff3808
Poly,SWE-PolyBench__typescript__evolution__feature__684a3415,mui__material-ui-11987,mixed,fail,5.0,9.0,28.0,2990.0,0,,09896d42e6206984a54272cc2059c49a7aa9d54f
Multi,Multi-SWE-Bench__rust__maintenance__bugfix__1b6e3d94,rayon-rs__rayon-986,rust,fail,1.0,1.0,22.0,8355,9,,2de810e97d5ce832ff98023a4a9cf215a86244ea
Multi,Multi-SWE-Bench__java__maintenance__bugfix__92782c7b,elastic__logstash-14970,java,fail,1.0,1.0,10.0,54029,7,,5e3038a3d3fd3b5792f64d7bb0ed39538f1a5a5c
